F,Weekday,Booked aud by core courses,Time,Natural Language Processing and Machine Learning,Computer Graphics in Game Development,Advanced agile software design,Modern Application Production,Design Patterns,Economics of Entrepreneurship in IT Industry,Enterprise programming on Javascript - Advanced,Total Virtualization,Product's highly loaded architecture,DevOps,Human Computer Interaction Design for AI,Technical Writing and Communication,Introduction to  Public Speaking for IT-specialist,Advanced Topics in Software Testing,Critical Thinking for IT-specialist,Reading Skills  for IT-specialist,Introduction to IT Entrepreneurship,Programming Windows Services with C++,Advanced Academic Research- Writing and Performance,Volunteer and Crowd-based Approaches in Computing,Design Fiction,Tech Startup Design,Business-track,Personal Efficiency Skills of IT-specialist,Programming in Haskell,Consensus theory and concurrent programming on a shared memory,Functional Programming and Scala Language,Practical Artificial Intelligence,Introduction to Career Development for IT-specialist,Mobile development using QT,Psychology of IT-specialist,Russian as a foreign language,Software Requirements and Specifications,,,,,,
,,,15:45-17:15,,,,,,,,,,"DevOps
Alfredo Capozucca
103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,"DevOps
Alfredo Capozucca
103",,,,,,,,,,,,,,,,,,,,,,"Russian as a foreign language (Beginners)
Svetlana Sokolova
320",,,,,,,
,,,18:55-20:25,,,,,,,,,,"DevOps
Alfredo Capozucca
103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2020 ,Friday,,09:00-10:30,,"Computer Graphics in Game Development
Ivan Belyavtsev
312","Advanced agile software design
Paolo Ciancarini
000",,,,,,,"DevOps
Alfredo Capozucca
103",,,,,,,,,,"Volunteer and Crowd-based Approaches in Computing
Salvatore Distefano
000",,,"Business-track
Iouri Kotorov /Yuliya Krasylnykova
102",,,,,"Practical Artificial Intelligence
Stanislav Protasov
101",,,,,,,,,,,
,,,10:35-12:05,,"Computer Graphics in Game Development
Ivan Belyavtsev
312","Advanced agile software design
Paolo Ciancarini
000",,,,,,,"DevOps
Alfredo Capozucca
000",,,,,,,,"Programming Windows Services with C++
Alexey Kostyushko
000",,"Volunteer and Crowd-based Approaches in Computing
Salvatore Distefano
000",,,"Business-track
Iouri Kotorov/ Yuliya Krasylnykova
102",,,,,"Practical Artificial Intelligence
Stanislav Protasov
101",,,,,,,,,,,
,,,12:10-13:40,,"Computer Graphics in Game Development
Ivan Belyavtsev
312","Advanced agile software design
Paolo Ciancarini
000",,,,,"Total Virtualization
Anna Melekhova
103",,"DevOps
Alfredo Capozucca
000",,"Technical Writing and Communication
Benjamin Araud
000",,,,,,"Programming Windows Services with C++
Alexey Kostyushko
000",,"Volunteer and Crowd-based Approaches in Computing
Salvatore Distefano
000"   ,,,"Business-track
Iouri Kotorov /Yuliya Krasylnykova
102",,,,,,,,,,,,,,,,
,,,14:10-15:40,,"Computer Graphics in Game Development
Ivan Belyavtsev
312",,,,,,"Total Virtualization
Anna Melekhova
103","Product's highly loaded architecture
Konstantin Arkhipov
102","DevOps
Alfredo Capozucca
000",,"Technical Writing and Communication
Benjamin Araud
000",,,,,,,"Advanced Academic Research- Writing and Performance
Alexey Kosyushko
000",,,,,,,,,,,"Mobile development with QT
Kirill Chuvilin
104",,,,,,,,,
,,,15:45-17:15,,,,,,,,"Total Virtualization
Anna Melekhova
103","Product's highly loaded architecture
Konstantin Arkhipov
102",,,,"Introduction to Public Speaking for IT-Specialist
Benjamin Araud
000",,,,,,"Advanced Academic Research- Writing and Performance
Alexey Kosyushko
000",,,,,,,,,,,"Mobile development with QT
Kirill Chuvilin
104",,,,,,,,,
,,,17:20-18:50,,,,,,,,"Total Virtualization
Anna Melekhova
103",,,,,"Introduction to Public Speaking for IT-Specialist
Benjamin Araud
000",,,,,,,,,,,,,,,,,"Mobile development with QT
Kirill Chuvilin
000",,"Russian as a foreign language (Advanced)
Svetlana Sokolova
320",,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2020 ,Saturday,,09:00-10:30,,"Computer Graphics in Game Development
Ivan Belyavtsev
312","Advanced agile software design
Paolo Ciancarini
000",,,,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
303","Total Virtualization
Anna Melekhova
103",,"DevOps
Alfredo Capozucca
000",,,,,"Critical Thinking  for IT-specialist
Sergey Kladko
000",,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,"Computer Graphics in Game Development
Ivan Belyavtsev
312","Advanced agile software design
Paolo Ciancarini
000",,,,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
303","Total Virtualization
Anna Melekhova
103",,"DevOps
Alfredo Capozucca
000",,,,,"Critical Thinking  for IT-specialist
Sergey Kladko
102",,,"Programming Windows Services with C++
Alexey Kostyushko
000",,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,"Computer Graphics in Game Development
Ivan Belyavtsev
312","Advanced agile software design
Paolo Ciancarini
000",,,,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
000","Total Virtualization
Anna Melekhova
103",,"DevOps
Alfredo Capozucca
000",,"Technical Writing and Communication
Benjamin Araud
000",,,"Critical Thinking  for IT-specialist
Sergey Kladko
102",,,"Programming Windows Services with C++
Alexey Kostyushko
000",,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,"Total Virtualization
Anna Melekhova
103",,,,"Technical Writing and Communication
Benjamin Araud
000",,,,"Reading Skills for IT-specialist
Sergey Kladko
102",,,"Advanced Academic Research- Writing and Performance
Alexey Kosyushko
000",,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,"Introduction to Public Speaking for IT-Specialist
Benjamin Araud
000",,,"Reading Skills for IT-specialist
Sergey Kladko
102",,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,"Introduction to Public Speaking for IT-Specialist
Benjamin Araud
000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2020 ,Monday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russian as a foreign language (Beginners) (8:00 - 9:30)
Svetlana Sokolova
320",,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,"Functional Programming and Scala Language (Lab)
Eugene Zuev
101",,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2020 ,Tuesday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,"Programming in Haskell
Nikolay Kudasov
313",,,,"Introduction to Career Development for IT-specialist
Aliya Samatova
000",,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,"Programming in Haskell
Nikolay Kudasov
313",,,,"Introduction to Career Development for IT-specialist
Aliya Samatova
000",,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2020 ,Wednesday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,"Personal Efficiency Skills
Evgeniy Serochudinov
000",,,,,,,,"Russian as a foreign language (Advanced) (8:00 - 9:30)
Svetlana Sokolova
320",,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,"Design Fiction
Olga Ignatieva
000",,,"Personal Efficiency Skills
Evgeniy Serochudinov
000",,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Psychology of IT-specialist
Eleonora Ilina
104",,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2020 ,Thursday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,"Functional Programming and Scala Language (Lec)
Eugene Zuev
101",,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,"Consensus theory and concurrent programming on a shared memory (Lec)
Alexander Tormasov
314",,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,"Consensus theory and concurrent programming on a shared memory (Lab)
Artem Burmyakov
314",,,,,,"Russian as a foreign language (Beginners)
Svetlana Sokolova
320",,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Software Requirements and Specifications (Lec)
Alberto Sillitti
306",,,,,,
24/04/2020 ,Friday,,09:00-10:30,,,,,"Design Patterns
Jean-Michel Bruel
104",,,,,,,,,,,,,"Programming Windows Services with C++
Alexey Kostyushko
314",,,,,,,,,,"Practical Artificial Intelligence
Stanislav Protasov
101",,,,,"Software Requirements and Specifications
Alberto Sillitti
306",,,,,,
,,,10:35-12:05,,,,,"Design Patterns
Jean-Michel Bruel
104",,,,,,,,,,,,,"Programming Windows Services with C++
Alexey Kostyushko
314",,,,,,,,,,"Practical Artificial Intelligence
Stanislav Protasov
101",,,,,"Software Requirements and Specifications (Lec)
Alberto Sillitti
306",,,,,,
,,,12:10-13:40,,,,,"Design Patterns
Jean-Michel Bruel
104",,,,,,,,,,,,,"Programming Windows Services with C++
Alexey Kostyushko
314",,,,,,,,,,,,,,,"Software Requirements and Specifications (Lab)
Alberto Sillitti
306",,,,,,
,,,14:10-15:40,,,,"Modern Application Production
Jean-Michel Bruel
312",,,,,"Product's highly loaded architecture
Konstantin Arkhipov
102",,,,,,,,,"Programming Windows Services with C++
Alexey Kostyushko
314",,,,,,,,,,,,,,,"Software Requirements and Specifications (Lab)
Alberto Sillitti
306",,,,,,
,,,15:45-17:15,,,,"Modern Application Production
Jean-Michel Bruel
312",,,,,"Product's highly loaded architecture
Konstantin Arkhipov
102",,,,,,,,,,,,,,,,,,,,,,,,"Software Requirements and Specifications (Lab)
Alberto Sillitti
306",,,,,,
,,,17:20-18:50,,,,"Modern Application Production
Jean-Michel Bruel
312",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russian as a foreign language (Advanced)
Svetlana Sokolova
320",,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2020 ,Saturday,,09:00-10:30,,,,,"Design Patterns
Jean-Michel Bruel
104",,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
303",,,,,,,,"Critical Thinking  for IT-specialist
Sergey Kladko
000",,,"Programming Windows Services with C++
Alexey Kostyushko
312",,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,"Design Patterns
Jean-Michel Bruel
104",,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
303",,,,,,,,"Critical Thinking  for IT-specialist
Sergey Kladko
102",,,"Programming Windows Services with C++
Alexey Kostyushko
312",,,,,,,,,,,,,,,"Software Requirements and Specifications (Lab)
Alberto Sillitti
103",,,,,,
