F,Weekday,Booked aud by core courses,Time,Natural Language Processing and Machine Learning,Computer Graphics in Game Development,Advanced agile software design,Modern Application Production,Design Patterns,Economics of Entrepreneurship in IT Industry,Enterprise programming on Javascript - Advanced,Total Virtualization,Product's highly loaded architecture,DevOps,Human Computer Interaction Design for AI,Technical Writing and Communication,Introduction to  Public Speaking for IT-specialist,Advanced Topics in Software Testing,Critical Thinking for IT-specialist,Reading Skills  for IT-specialist,Introduction to IT Entrepreneurship,Programming Windows Services with C++,Advanced Academic Research- Writing and Performance,Volunteer and Crowd-based Approaches in Computing,Design Fiction,Tech Startup Design,Business-track,Personal Efficiency Skills of IT-specialist,Programming in Haskell,Consensus theory and concurrent programming on a shared memory,Functional Programming and Scala Language,Practical Artificial Intelligence,Introduction to Career Development for IT-specialist,Mobile development using QT,Psychology of IT-specialist,Russian as a foreign language,Software Requirements and Specifications,,,,,,
,,,12:10-13:40,,,,,"Design Patterns
Jean-Michel Bruel
104",,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
303",,,,,,,,,"Reading Skills for IT-specialist
Sergey Kladko
102",,"Programming Windows Services with C++
Alexey Kostyushko
312",,,,,,,,,,,,,,,"Software Requirements and Specifications (Lab)
Alberto Sillitti
103",,,,,,
,,,14:10-15:40,,,,"Modern Application Production
Jean-Michel Bruel
312",,,,,"Product's highly loaded architecture
Konstantin Arkhipov
102",,,,,,,"Reading Skills for IT-specialist
Sergey Kladko
000",,,"Advanced Academic Research- Writing and Performance
Alexey Kostyushko
303",,,,,,,,,,,,,,"Software Requirements and Specifications (Lab)
Alberto Sillitti
103",,,,,,
,,,15:45-17:15,,,,"Modern Application Production
Jean-Michel Bruel
312",,,,,"Product's highly loaded architecture
Konstantin Arkhipov
102",,,,,,,,,,,,,,,,,,,,,,,,"Software Requirements and Specifications (Lab)
Alberto Sillitti
103",,,,,,
,,,17:20-18:50,,,,"Modern Application Production
Jean-Michel Bruel
312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2020 ,Monday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russian as a foreign language (Beginners) (8:00 - 9:30)
Svetlana Sokolova
320",,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,"Functional Programming and Scala Language (Lab)
Eugene Zuev
101",,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2020 ,Tuesday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,"Programming in Haskell
Nikolay Kudasov
313",,,,"Introduction to Career Development for IT-specialist
Aliya Samatova
104",,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,"Programming in Haskell
Nikolay Kudasov
313",,,,"Introduction to Career Development for IT-specialist
Aliya Samatova
104",,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2020 ,Wednesday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russian as a foreign language (Advanced) (8:00 - 9:30)
Svetlana Sokolova
320",,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Psychology of IT-specialist
Eleonora Ilina
104",,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2020 ,Thursday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,"Functional Programming and Scala Language (Lec)
Eugene Zuev
101",,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,"Consensus theory and concurrent programming on a shared memory (Lec)
Alexander Tormasov
314",,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,"Consensus theory and concurrent programming on a shared memory (Lab)
Artem Burmyakov
314",,,,,,"Russian as a foreign language (Beginners)
Svetlana Sokolova
320",,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2020 ,Friday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Practical Artificial Intelligence
Stanislav Protasov
101",,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Practical Artificial Intelligence
Stanislav Protasov
101",,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russian as a foreign language (Advanced)
Svetlana Sokolova
320",,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2020 ,Saturday,,09:00-10:30,,,,,,,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,"Enterprise programming on Javascript - Advanced
Andrey Vlasov
303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020 ,Monday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2020 ,Tuesday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/05/2020 ,Wednesday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2020 ,Thursday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2020 ,Friday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2020 ,Saturday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2020 ,Monday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2020 ,Tuesday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2020 ,Wednesday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2020 ,Thursday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2020 ,Friday,,09:00-10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10:35-12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12:10-13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14:10-15:40,,,,,,,,,"Product's highly loaded architecture
Konstantin Arkhipov
000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15:45-17:15,,,,,,,,,"Product's highly loaded architecture
Konstantin Arkhipov
000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17:20-18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18:55-20:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,